index,Unnamed: 0,times,temperature,humidity,winddirection,windpower,rains,rains7041JA23,waterlevels7041JA23,rains7041JA24,waterlevels7041JA24,waterlevels
2022-5-5 17:00,1915,519.19,20,96,8,1,0,0,1.27,0,2.52,533
2022-5-5 18:00,1916,519.2,20,96,5,1,0,0,1.22,0,2.51,520
2022-5-5 19:00,1917,519.21,20,97,5,1,0.5,0.5,1.17,0,2.5,361
2022-5-5 20:00,1918,519.22,20,97,5,1,0,0,1.14,0,2.49,258
2022-5-5 21:00,1919,519.23,18,97,1,1,0,0,1.1,0,2.47,180
2022-5-5 22:00,1920,520,20,97,3,1,0,0.5,1.08,0,2.45,165
2022-5-5 23:00,1921,520.01,20,96,4,1,0,0,1.08,0,2.44,115
2022-5-6 0:00,1922,520.02,20,96,8,1,0,0,1.39,0,2.42,56
2022-5-6 1:00,1923,520.03,21,95,4,1,0,0,1.48,0,2.41,32
2022-5-6 2:00,1924,520.04,22,93,3,2,0,0,1.55,0,2.39,16
2022-5-6 3:00,1925,520.05,22,94,3,2,0,0,1.59,0,2.37,9
2022-5-6 4:00,1926,520.06,22,96,3,1,1.5,1,1.44,0,2.35,1
2022-5-6 5:00,1927,520.07,22,95,5,2,0.5,1,1.26,0,2.34,16
2022-5-6 6:00,1928,520.08,23,88,4,2,0.5,1,1.14,0,2.33,82
2022-5-6 7:00,1929,520.09,22,92,3,1,2,2.5,1.07,0,2.32,222
2022-5-6 8:00,1930,520.1,22,94,6,1,2,1,1.05,0,2.31,450
2022-5-6 9:00,1931,520.11,23,93,6,2,1,0.5,1.04,0,2.29,188
2022-5-6 10:00,1932,520.12,23,92,4,1,0.5,0,1.03,0,2.29,127
2022-5-6 11:00,1933,520.13,24,92,6,1,0,0.5,1.02,0,2.28,165
2022-5-6 12:00,1934,520.14,24,88,6,2,0.5,0,1.34,0,2.26,246
2022-5-6 13:00,1935,520.15,24,88,7,1,0,0,1.44,0,2.25,253
2022-5-6 14:00,1936,520.16,23,91,6,1,0,1,1.51,0,2.23,213
2022-5-6 15:00,1937,520.17,23,93,7,1,0,0,1.36,0,2.19,260
2022-5-6 16:00,1938,520.18,22,96,1,2,0,0.5,1.23,0,2.16,344
2022-5-6 17:00,1939,520.19,22,96,1,2,0.5,1,1.12,0,2.13,553
2022-5-6 18:00,1940,520.2,21,96,1,2,1,1.5,1.04,0,2.12,470
2022-5-6 19:00,1941,520.21,21,97,8,1,0,0.5,1.02,0,2.1,292
2022-5-6 20:00,1942,520.22,21,96,1,1,0.5,0,1.01,0,2.09,190
2022-5-6 21:00,1943,520.23,20,97,7,0,0,0,1.02,0,2.07,152
2022-5-6 22:00,1944,521,21,95,1,2,0,0,1.01,0,2.06,151
2022-5-6 23:00,1945,521.01,20,93,1,1,0,0,1.02,0,2.05,120
2022-5-7 0:00,1946,521.02,20,92,1,2,0,0,1.01,0,2.04,86
2022-5-7 1:00,1947,521.03,20,90,1,2,0,0,1.26,0,2.03,58
2022-5-7 2:00,1948,521.04,20,91,1,1,0,0,1.37,0,2.02,52
2022-5-7 3:00,1949,521.05,20,88,7,2,0,0,1.45,0,2.01,18
2022-5-7 4:00,1950,521.06,19,93,8,2,0.5,0.5,1.52,0,2,5
2022-5-7 5:00,1951,521.07,19,95,8,2,7,3.5,1.54,0,2,7
2022-5-7 6:00,1952,521.08,18,96,1,2,5.5,6.5,1.37,0,2,13
2022-5-7 7:00,1953,521.09,18,96,1,2,5.5,5.5,1.29,0,2.01,40
2022-5-7 8:00,1954,521.1,18,95,1,2,4,3.5,1.29,0,2.02,115
2022-5-7 9:00,1955,521.11,18,95,2,2,1,1.5,1.3,0,2.03,218
2022-5-7 10:00,1956,521.12,18,94,1,1,2,2.5,1.3,0,2.05,298
2022-5-7 11:00,1957,521.13,18,93,1,2,0.5,1,1.3,0,2.06,347
2022-5-7 12:00,1958,521.14,19,91,1,1,0,0,1.31,0,2.09,373
2022-5-7 13:00,1959,521.15,19,91,1,2,0,0,1.32,0,2.11,436
2022-5-7 14:00,1960,521.16,19,88,1,1,0,0,1.65,0,2.13,378
2022-5-7 15:00,1961,521.17,19,88,1,1,0,0,1.77,0,2.15,378
2022-5-7 16:00,1962,521.18,19,93,1,1,0,0,1.71,0,2.16,342
2022-5-7 17:00,1963,521.19,19,93,1,1,0,0,1.58,0,2.18,354
2022-5-7 18:00,1964,521.2,19,92,2,1,0,0,1.44,0,2.18,289
2022-5-7 19:00,1965,521.21,19,93,5,1,0,0,1.33,0,2.18,267
2022-5-7 20:00,1966,521.22,19,93,6,1,0,0,1.25,0,2.18,219
2022-5-7 21:00,1967,521.23,21,96,1,1,0,0,1.19,0,2.17,182
2022-5-7 22:00,1968,522,19,94,7,1,0,0,1.14,0,2.15,120
2022-5-7 23:00,1969,522.01,19,95,7,0,0,1,1.1,0,2.14,119
2022-5-8 0:00,1970,522.02,18,96,5,1,0.5,1,1.07,0,2.13,100
2022-5-8 1:00,1971,522.03,19,96,6,1,0.5,0.5,1.04,0,2.12,64
2022-5-8 2:00,1972,522.04,19,95,7,1,0.5,0.5,1.29,0,2.1,59
2022-5-8 3:00,1973,522.05,18,96,6,1,0.5,0.5,1.29,0,2.1,31
2022-5-8 4:00,1974,522.06,18,97,6,1,0.5,0.5,1.29,0,2.1,10
2022-5-8 5:00,1975,522.07,19,96,7,1,0.5,0.5,1.29,0,2.1,5
2022-5-8 6:00,1976,522.08,19,96,8,1,2.5,3,1.59,0,2.06,6
2022-5-8 7:00,1977,522.09,19,91,8,2,2,4.5,1.38,0,2.06,23
2022-5-8 8:00,1978,522.1,18,95,2,1,7,7,1.27,0,2.07,86
2022-5-8 9:00,1979,522.11,18,95,3,1,2,1.5,1.26,0,2.09,160
2022-5-8 10:00,1980,522.12,19,92,7,2,2,2,1.27,0,2.11,244
2022-5-8 11:00,1981,522.13,19,88,8,2,0,0.5,1.26,0,2.13,340
2022-5-8 12:00,1982,522.14,19,85,1,2,0,0.5,1.27,0,2.15,382
2022-5-8 13:00,1983,522.15,18,86,1,1,0,0,1.26,0,2.16,390
2022-5-8 14:00,1984,522.16,19,87,8,2,0,0,1.26,0,2.19,366
2022-5-8 15:00,1985,522.17,19,81,8,2,0,0,1.6,0,2.29,358
2022-5-8 16:00,1986,522.18,19,81,8,1,0,0,1.7,0,2.32,385
2022-5-8 17:00,1987,522.19,19,82,7,1,0,0,1.76,0,2.28,351
2022-5-8 18:00,1988,522.2,19,82,7,1,0,0,1.78,0,2.26,268
2022-5-8 19:00,1989,522.21,19,82,6,1,0,0,1.54,0,2.24,239
2022-5-8 20:00,1990,522.22,18,84,5,1,0,0,1.38,0,2.23,174
2022-5-8 21:00,1991,522.23,19,92,5,1,0,0,1.27,0,2.22,127
2022-5-8 22:00,1992,523,18,86,5,1,0,0,1.2,0,2.21,115
2022-5-8 23:00,1993,523.01,18,88,5,1,0,0,1.14,0,2.2,50
2022-5-9 0:00,1994,523.02,18,89,5,1,0,0,1.09,0,2.19,53
2022-5-9 1:00,1995,523.03,18,91,7,1,0,0,1.05,0,2.18,33
2022-5-9 2:00,1996,523.04,18,93,6,1,0.5,0.5,1.02,0,2.17,8
2022-5-9 3:00,1997,523.05,18,94,6,1,0,0,1.26,0,2.16,7
2022-5-9 4:00,1998,523.06,18,93,5,1,0,0,1.38,0,2.15,4
2022-5-9 5:00,1999,523.07,18,94,6,1,0,0.5,1.45,0,2.14,23
2022-5-9 6:00,2000,523.08,19,94,5,1,0,0.5,1.5,0,2.14,89
2022-5-9 7:00,2001,523.09,19,91,6,1,0,0.5,1.52,0,2.13,237
2022-5-9 8:00,2002,523.1,20,91,4,1,0,0.5,1.53,0,2.13,374
2022-5-9 9:00,2003,523.11,20,92,5,1,0,0.5,1.54,0,2.12,178
2022-5-9 10:00,2004,523.12,20,90,1,1,0,0.5,1.55,0,2.12,119
2022-5-9 11:00,2005,523.13,21,92,8,1,0,0,1.55,0,2.11,125
2022-5-9 12:00,2006,523.14,21,93,2,1,0,0,1.56,0,2.1,195
2022-5-9 13:00,2007,523.15,21,93,2,1,0,0,1.57,0,2.1,174
2022-5-9 14:00,2008,523.16,21,94,3,1,0,0,1.58,0,2.1,162
2022-5-9 15:00,2009,523.17,22,93,4,1,0,0,1.6,0,2.09,199
2022-5-9 16:00,2010,523.18,22,94,7,1,0,0,1.6,0,2.09,304
2022-5-9 17:00,2022,523.19,21,95,5,1,0,0,1.61,0,2.08,598
2022-5-9 18:00,2023,523.2,21,95,5,1,0,0,1.63,0,2.08,524
2022-5-9 19:00,2013,523.21,21,95,6,1,0,0,1.64,0,2.07,384
2022-5-9 20:00,2014,523.22,21,96,6,1,0,0,1.65,0,2.07,239
2022-5-9 21:00,2015,523.23,18,85,5,2,0,0,1.66,0,2.07,156
2022-5-9 22:00,2016,524,21,96,7,1,0,0,1.67,0,2.06,116
2022-5-9 23:00,2017,524.01,21,95,6,1,0,0,1.68,0,2.05,61
2022-5-10 0:00,2018,524.02,21,90,6,1,0,0,1.69,0,2.05,18
2022-5-10 1:00,2019,524.03,21,88,6,2,0,0,1.7,0,2.05,15
2022-5-10 2:00,2020,524.04,21,89,6,1,0,0,1.71,0,2.04,5
2022-5-10 3:00,2022,524.05,21,92,8,1,0,0,1.72,0,2.03,4
2022-5-10 4:00,2023,524.06,21,89,6,1,0,0,1.72,0,2.03,2
2022-5-10 5:00,2023,524.07,21,82,6,2,0,0,1.73,0,2.03,29
2022-5-10 6:00,2024,524.08,21,85,6,1,0,0,1.74,0,2.02,112
2022-5-10 7:00,2025,524.09,22,80,6,1,0,0,1.74,0,2.02,314
2022-5-10 8:00,2026,524.1,22,78,6,1,0,0,1.75,0,2.01,425
2022-5-10 9:00,2027,524.11,23,75,6,1,0,0,1.76,0,2.01,205
2022-5-10 10:00,2028,524.12,23,73,6,2,0,0,1.78,0,2,127
2022-5-10 11:00,2029,524.13,23,71,6,2,0,0,1.79,0,2,125
2022-5-10 12:00,2030,524.14,22,78,5,2,0,0.5,1.8,0,1.99,217
2022-5-10 13:00,2031,524.15,22,72,5,2,0,0,1.81,0,1.99,202
2022-5-10 14:00,2032,524.16,21,69,5,2,0,0,1.82,0,1.98,176
2022-5-10 15:00,2033,524.17,21,71,6,1,0,0,1.82,0,1.97,180
2022-5-10 16:00,2034,524.18,21,76,5,1,0,0,1.83,0,1.97,327
2022-5-10 17:00,2035,524.19,21,79,4,1,0,0,1.84,0,1.97,611
2022-5-10 18:00,2036,524.2,20,84,4,1,0,0,1.85,0,1.96,550
2022-5-10 19:00,2037,524.21,20,74,4,1,0,0,1.86,0,1.96,434
2022-5-10 20:00,2038,524.22,20,78,3,1,0,0,1.87,0,1.96,291
2022-5-10 21:00,2039,524.23,21,96,8,1,0,0,1.87,0,1.95,203
2022-5-10 22:00,2040,525,19,87,3,1,0,0,1.88,0,1.95,150
2022-5-10 23:00,2041,525.01,19,85,4,1,0,0,1.89,0,1.94,81
2022-5-11 0:00,2042,525.02,19,86,4,1,0,0,1.9,0,1.94,38
2022-5-11 1:00,2043,525.03,18,93,7,1,0,0,1.9,0,1.94,20
2022-5-11 2:00,2044,525.04,18,95,5,1,0,0,1.91,0,1.93,10
2022-5-11 3:00,2045,525.05,18,94,5,1,0,0,1.91,0,1.93,3
2022-5-11 4:00,2046,525.06,18,91,5,1,0,0,1.92,0,1.93,2
2022-5-11 5:00,2047,525.07,19,87,6,1,0,0,1.92,0,1.92,20
2022-5-11 6:00,2048,525.08,20,83,5,1,0,0,1.93,0,1.91,99
2022-5-11 7:00,2049,525.09,21,78,5,1,0,0,1.93,0,1.91,318
2022-5-11 8:00,2050,525.1,22,77,2,1,0,0,1.94,0,1.91,442
2022-5-11 9:00,2051,525.11,24,66,4,1,0,0,1.94,0,1.91,203
2022-5-11 10:00,2052,525.12,24,67,2,1,0,0,1.95,0,1.91,154
2022-5-11 11:00,2053,525.13,26,62,2,1,0,0,1.94,0,1.9,141
2022-5-11 12:00,2054,525.14,27,56,2,2,0,0,1.93,0,1.9,226
2022-5-11 13:00,2055,525.15,27,54,2,2,0,0,1.92,0,1.89,193
2022-5-11 14:00,2056,525.16,27,56,2,1,0,0,1.9,0,1.89,177
2022-5-11 15:00,2057,525.17,25,59,2,2,0,0,1.89,0,1.89,179
2022-5-11 16:00,2058,525.18,24,65,2,2,0,0,1.88,0,1.89,289
2022-5-11 17:00,2059,525.19,23,72,2,1,0,0,1.87,0,1.89,259
2022-5-11 18:00,2060,525.2,23,78,2,1,0,0,1.86,0,1.88,274
2022-5-11 19:00,2061,525.21,23,77,2,1,0,0,1.85,0,1.88,401
2022-5-11 20:00,2062,525.22,22,78,2,1,0,0,1.83,0,1.88,273
2022-5-11 21:00,2063,525.23,19,84,2,1,0,0,1.82,0,1.87,234
2022-5-11 22:00,2064,526,22,72,3,1,0,0,1.81,0,1.87,146
2022-5-11 23:00,2065,526.01,22,74,3,1,0,0,1.8,0,1.87,81
2022-5-12 0:00,2066,526.02,21,75,2,1,0,0,1.79,0,1.87,44
2022-5-12 1:00,2067,526.03,21,79,2,2,0,0,1.79,0,1.86,17
2022-5-12 2:00,2068,526.04,21,77,2,1,0,0,1.78,0,1.86,15
2022-5-12 3:00,2069,526.05,21,75,3,1,0,0,1.78,0,1.86,5
2022-5-12 4:00,2070,526.06,22,75,3,1,0,0,1.78,0,1.86,6
2022-5-12 5:00,2071,526.07,22,79,2,1,0,0,1.77,0,1.86,29
2022-5-12 6:00,2072,526.08,22,79,2,1,0,0,1.77,0,1.85,112
2022-5-12 7:00,2073,526.09,24,76,3,2,0,0,1.77,0,1.85,297
2022-5-12 8:00,2074,526.1,26,63,3,3,0,0,1.77,0,1.85,421
2022-5-12 9:00,2075,526.11,27,55,4,3,0,0,1.77,0,1.85,212
2022-5-12 10:00,2076,526.12,29,51,4,3,0,0,1.78,0,1.85,147
2022-5-12 11:00,2077,526.13,30,49,4,3,0,0,1.79,0,1.84,179
2022-5-12 12:00,2078,526.14,30,55,4,3,0,0,1.8,0,1.83,207
2022-5-12 13:00,2079,526.15,30,55,3,3,0,0,1.81,0,1.84,218
2022-5-12 14:00,2080,526.16,30,56,4,3,0,0,1.81,0,1.83,191
2022-5-12 15:00,2081,526.17,29,61,4,3,0,0,1.82,0,1.83,217
2022-5-12 16:00,2082,526.18,27,68,4,3,0,0,1.82,0,1.83,288
2022-5-12 17:00,2083,526.19,27,72,4,2,0,0,1.82,0,1.83,594
2022-5-12 18:00,2084,526.2,27,74,4,3,0,0,1.83,0,1.82,527
2022-5-12 19:00,2085,526.21,26,77,3,2,0,0,1.83,0,1.82,364
2022-5-12 20:00,2086,526.22,26,79,4,1,0,0,1.84,0,1.82,276
2022-5-12 21:00,2087,526.23,22,76,3,1,0,0,1.83,0,1.81,223
2022-5-12 22:00,2088,527,25,80,8,2,0,0,1.83,0,1.81,172
2022-5-12 23:00,2089,527.01,24,90,1,2,0,0,1.84,0,1.81,103
2022-5-13 0:00,2090,527.02,23,93,6,1,1.5,2,1.84,0,1.81,52
2022-5-13 1:00,2091,527.03,23,94,1,1,1.5,2,1.85,0,1.81,20
2022-5-13 2:00,2092,527.04,23,94,3,1,1.5,0.5,1.85,0,1.81,11
2022-5-13 3:00,2093,527.05,23,95,8,1,2.5,2.5,1.86,0,1.81,4
2022-5-13 4:00,2094,527.06,23,95,3,2,2.5,2.5,1.86,0,1.81,5
2022-5-13 5:00,2095,527.07,23,96,1,1,0.5,0,1.87,0,1.81,25
2022-5-13 6:00,2096,527.08,23,95,1,2,0.5,0,1.87,0,1.81,82
2022-5-13 7:00,2097,527.09,23,92,2,2,0,0,1.88,0,1.81,157
2022-5-13 8:00,2098,527.1,24,91,2,2,0,0,1.89,0,1.81,387
2022-5-13 9:00,2099,527.11,26,81,2,2,0,0,1.89,0,1.82,233
2022-5-13 10:00,2100,527.12,26,80,3,2,0,0,1.88,0,1.83,130
2022-5-13 11:00,2101,527.13,26,81,2,2,0,0,1.59,0,1.83,146
2022-5-13 12:00,2102,527.14,27,75,2,2,0,0,1.43,0,1.84,223
2022-5-13 13:00,2103,527.15,27,75,2,2,0,0,1.34,0,1.85,226
2022-5-13 14:00,2104,527.16,27,75,2,2,0,0,1.27,0,1.85,190
2022-5-13 15:00,2105,527.17,27,75,2,2,0,0,1.22,0,1.85,198
2022-5-13 16:00,2106,527.18,27,75,2,2,0,0,1.18,0,1.86,300
2022-5-13 17:00,2107,527.19,27,75,2,2,0,0,1.14,0,1.86,491
2022-5-13 18:00,2108,527.2,27,75,2,2,0,0,1.12,0,1.86,398
2022-5-13 19:00,2109,527.21,26,77,3,2,0,0,1.4,0,1.86,270
2022-5-13 20:00,2110,527.22,26,79,4,1,0,0,1.54,0,1.86,152
2022-5-13 21:00,2111,527.23,26,80,7,1,0,0,1.63,0,1.86,154
2022-5-13 22:00,2112,528,24,81,3,2,0,0,1.69,0,1.86,132
2022-5-13 23:00,2113,528.01,23,84,3,2,0,0,1.73,0,1.86,119
2022-5-14 0:00,2114,528.02,23,86,4,1,0,0,1.75,0,1.86,102
2022-5-14 1:00,2115,528.03,23,86,4,1,0,0,1.76,0,1.86,82
2022-5-14 2:00,2116,528.04,23,90,2,1,0,0,1.77,0,1.86,52
2022-5-14 3:00,2117,528.05,23,90,3,2,0,0,1.78,0,1.85,35
2022-5-14 4:00,2118,528.06,23,90,4,1,0,0,1.79,0,1.85,5
2022-5-14 5:00,2119,528.07,23,84,5,1,0,0,1.8,0,1.85,14
2022-5-14 6:00,2120,528.08,23,79,4,2,0,0,1.8,0,1.85,11
2022-5-14 7:00,2121,528.09,24,72,4,1,0,0,1.81,0,1.85,32
2022-5-14 8:00,2122,528.1,25,71,4,2,0,0,1.82,0,1.85,88
2022-5-14 9:00,2123,528.11,26,68,4,2,0,0,1.82,0,1.84,100
2022-5-14 10:00,2124,528.12,26,68,4,1,0,0,1.83,0,1.84,167
2022-5-14 11:00,2125,528.13,28,59,5,2,0,0,1.83,0,1.83,279
2022-5-14 12:00,2126,528.14,28,57,5,2,0,0,1.84,0,1.83,279
2022-5-14 13:00,2127,528.15,29,58,4,2,0,0,1.84,0,1.83,248
2022-5-14 14:00,2128,528.16,29,49,5,1,0,0,1.85,0,1.83,216
2022-5-14 15:00,2129,528.17,29,52,5,1,0,0,1.85,0,1.83,294
2022-5-14 16:00,2130,528.18,28,59,6,1,0,0,1.85,0,1.83,295
2022-5-14 17:00,2131,528.19,27,64,6,1,0,0,1.85,0,1.82,272
2022-5-14 18:00,2132,528.2,26,69,6,1,0,0,1.86,0,1.82,304
2022-5-14 19:00,2133,528.21,25,73,7,1,0,0,1.86,0,1.82,248
2022-5-14 20:00,2134,528.22,25,74,5,1,0,0,1.87,0,1.82,157
2022-5-14 21:00,2135,528.23,23,87,3,1,0,0,1.87,0,1.82,59
2022-5-14 22:00,2136,529,24,84,5,1,0,0,1.88,0,1.81,26
2022-5-14 23:00,2137,529.01,24,84,5,2,0.5,0,1.88,0,1.81,44
2022-5-15 0:00,2138,529.02,23,84,7,1,0,0.5,1.88,0,1.81,39
2022-5-15 1:00,2139,529.03,23,86,7,1,0.5,0,1.89,0,1.81,47
2022-5-15 2:00,2140,529.04,22,90,1,1,0,0.5,1.89,0,1.81,50
2022-5-15 3:00,2141,529.05,22,91,2,1,0.5,0,1.9,0,1.81,32
2022-5-15 4:00,2142,529.06,22,91,7,1,0,0,1.9,0,1.81,13
2022-5-15 5:00,2143,529.07,22,90,4,1,0,0,1.91,0,1.81,14
2022-5-15 6:00,2144,529.08,22,87,3,1,0,0.5,1.91,0,1.81,17
2022-5-15 7:00,2145,529.09,23,86,6,1,0,0,1.91,0,1.81,42
2022-5-15 8:00,2146,529.1,23,85,2,1,0,0,1.91,0,1.81,70
2022-5-15 9:00,2147,529.11,23,82,1,2,0,0,1.92,0,1.81,134
2022-5-15 10:00,2148,529.12,23,80,1,2,0,0,1.92,0,1.81,226
2022-5-15 11:00,2149,529.13,24,78,2,1,0,0,1.92,0,1.81,322
2022-5-15 12:00,2150,529.14,24,78,3,1,0,0,1.92,0,1.81,367
2022-5-15 13:00,2151,529.15,25,74,3,2,0,0,1.93,0,1.81,456
2022-5-15 14:00,2152,529.16,24,74,3,2,0,0,1.93,0,1.81,437
2022-5-15 15:00,2153,529.17,24,74,5,2,0,0,1.93,0,1.81,459
2022-5-15 16:00,2154,529.18,23,77,3,2,0,0,1.94,0,1.8,440
2022-5-15 17:00,2155,529.19,22,80,3,2,0,0,1.94,0,1.8,392
2022-5-15 18:00,2156,529.2,22,81,3,2,0,0,1.94,0,1.8,237
2022-5-15 19:00,2157,529.21,22,83,3,2,0,0,1.94,0,1.8,231
2022-5-15 20:00,2158,529.22,21,85,3,1,0,0,1.94,0,1.79,191
2022-5-15 21:00,2159,529.23,24,85,5,1,0,0,1.94,0,1.79,151
2022-5-15 22:00,2160,530,21,88,4,2,0,0,1.94,0,1.78,117
2022-5-15 23:00,2161,530.01,21,88,4,1,0,0,1.94,0,1.78,69
2022-5-16 0:00,2162,530.02,21,87,5,1,0,0,1.94,0,1.78,38
2022-5-16 1:00,2163,530.03,21,87,5,1,0,0,1.94,0,1.78,14
2022-5-16 2:00,2164,530.04,21,87,5,1,0,0,1.94,0,1.78,13
2022-5-16 3:00,2165,530.05,21,89,7,0,0,0,1.93,0,1.77,4
2022-5-16 4:00,2166,530.06,21,87,5,1,0,0,1.94,0,1.77,6
2022-5-16 5:00,2167,530.07,22,85,5,1,0,0,1.93,0,1.77,21
2022-5-16 6:00,2168,530.08,23,77,6,1,0,0,1.93,0,1.77,104
2022-5-16 7:00,2169,530.09,25,70,2,1,0,0,1.93,0,1.77,272
2022-5-16 8:00,2170,530.1,26,67,2,2,0,0,1.93,0,1.77,394
2022-5-16 9:00,2171,530.11,26,67,8,2,0,0,1.93,0,1.76,194
2022-5-16 10:00,2172,530.12,27,61,1,2,0,0,1.92,40.5,1.76,112
2022-5-16 11:00,2173,530.13,27,62,8,2,0,0,1.92,0,1.76,185
2022-5-16 12:00,2174,530.14,27,67,1,2,0,0,1.83,0,1.76,209
2022-5-16 13:00,2175,530.15,26,68,1,2,0,0,1.59,0,1.75,214
2022-5-16 14:00,2176,530.16,26,66,1,2,0,0,1.43,0,1.75,193
2022-5-16 15:00,2177,530.17,25,72,8,2,0,0,1.32,0,1.75,165
2022-5-16 16:00,2178,530.18,24,77,1,2,0,0,1.25,0,1.75,226
2022-5-16 17:00,2179,530.19,23,83,1,2,0,0,1.19,0,1.75,274
2022-5-16 18:00,2180,530.2,23,85,8,2,0,0,1.15,0,1.75,453
2022-5-16 19:00,2181,530.21,22,87,1,1,0,0,1.11,0,1.75,308
2022-5-16 20:00,2182,530.22,22,86,1,1,0,0,1.08,0,1.75,198
2022-5-16 21:00,2183,530.23,21,86,3,2,0,0,1.23,0,1.75,177
2022-5-16 22:00,2184,531,21,92,1,1,0,0,1.48,0,1.75,127
2022-5-16 23:00,2185,531.01,21,94,1,1,0,0,1.57,0,1.75,57
2022-5-17 0:00,2186,531.02,21,95,7,0,0,0,1.63,0,1.75,31
2022-5-17 1:00,2187,531.03,21,92,6,1,0,0,1.68,0,1.75,13
2022-5-17 2:00,2188,531.04,21,91,5,1,0,0,1.7,0,1.75,8
2022-5-17 3:00,2189,531.05,21,90,6,1,0,0,1.72,0,1.75,4
2022-5-17 4:00,2190,531.06,21,91,5,1,0,0,1.73,0,1.75,4
2022-5-17 5:00,2191,531.07,23,80,7,1,0,0,1.74,0,1.75,22
2022-5-17 6:00,2192,531.08,23,73,6,1,0,0,1.74,0,1.75,49
2022-5-17 7:00,2193,531.09,25,66,1,1,0,0,1.74,0,1.75,151
2022-5-17 8:00,2194,531.1,26,65,1,2,0,0,1.75,0,1.75,347
2022-5-17 9:00,2195,531.11,26,55,1,2,0,0,1.75,0,1.75,207
2022-5-17 10:00,2196,531.12,27,45,1,2,0,0,1.76,0,1.74,104
2022-5-17 11:00,2197,531.13,27,47,1,2,0,0,1.76,0,1.74,130
2022-5-17 12:00,2198,531.14,27,36,1,3,0,0,1.76,0,1.74,153
2022-5-17 13:00,2199,531.15,27,46,1,3,0,0,1.76,0,1.73,172
2022-5-17 14:00,2200,531.16,26,57,1,3,0,0,1.77,0,1.73,184
2022-5-17 15:00,2201,531.17,25,71,1,2,0,0,1.77,0,1.73,210
2022-5-17 16:00,2202,531.18,24,76,1,2,0,0,1.77,0,1.73,290
2022-5-17 17:00,2203,531.19,24,82,1,2,0,0,1.77,0,1.73,604
2022-5-17 18:00,2204,531.2,23,83,1,2,0,0,1.78,0,1.73,480
2022-5-17 19:00,2205,531.21,23,85,1,2,0,0,1.78,0,1.73,349
2022-5-17 20:00,2206,531.22,23,86,1,2,0,0,1.79,0,1.73,283
2022-5-17 21:00,2207,531.23,22,90,1,1,0,0,1.79,0,1.73,174
2022-5-17 22:00,2208,601,23,89,8,1,0,0,1.79,0,1.73,98
2022-5-17 23:00,2209,601.01,23,89,1,1,0,0,1.8,0,1.73,56
2022-5-18 0:00,2210,601.02,23,89,1,1,0,0,1.8,0,1.73,23
2022-5-18 1:00,2211,601.03,23,90,1,1,0,0,1.8,0,1.73,12
2022-5-18 2:00,2212,601.04,23,88,1,1,0,0,1.81,0,1.73,6
2022-5-18 3:00,2213,601.05,23,88,8,1,0,0,1.81,0,1.73,9
2022-5-18 4:00,2214,601.06,23,90,8,1,0,0,1.81,0,1.73,3
2022-5-18 5:00,2215,601.07,23,93,3,1,0,0,1.82,0,1.73,9
2022-5-18 6:00,2216,601.08,23,95,1,2,0,0,1.82,0.5,1.73,101
2022-5-18 7:00,2217,601.09,24,92,1,2,0,0,1.82,0,1.73,274
2022-5-18 8:00,2218,601.1,24,94,1,2,0,0,1.82,0,1.73,453
2022-5-18 9:00,2219,601.11,24,95,1,2,0.5,1.5,1.82,0,1.73,202
2022-5-18 10:00,2220,601.12,24,92,1,2,1,1.5,1.83,0,1.73,106
2022-5-18 11:00,2221,601.13,24,91,1,2,1,0,1.83,0,1.75,23
2022-5-18 12:00,2222,601.14,24,93,1,2,1,0,1.83,0,1.75,54
2022-5-18 13:00,2223,601.15,24,93,1,2,0,0,1.84,0,1.76,122
2022-5-18 14:00,2224,601.16,24,94,1,2,3.5,1,1.84,0,1.76,138
2022-5-18 15:00,2225,601.17,24,93,1,2,0,0.5,1.84,0,1.77,167
2022-5-18 16:00,2226,601.18,24,90,1,2,1,0,1.84,0,1.77,294
2022-5-18 17:00,2227,601.19,23,94,1,2,1,0,1.84,0,1.77,565
2022-5-18 18:00,2228,601.2,23,96,1,2,1,0,1.84,0,1.77,489
2022-5-18 19:00,2229,601.21,23,96,8,2,1,0,1.84,0,1.77,331
2022-5-18 20:00,2230,601.22,23,97,8,2,1,0,1.84,0,1.77,213
2022-5-18 21:00,2231,601.23,23,89,8,1,1,0,1.84,0,1.77,85
2022-5-18 22:00,2232,602,23,97,8,2,1,0,1.84,0,1.77,117
2022-5-18 23:00,2233,602.01,23,97,7,1,1,0,1.84,0,1.77,59
2022-5-19 0:00,2234,602.02,24,97,6,1,1,0,1.93,0,1.83,29
2022-5-19 1:00,2235,602.03,24,97,5,1,1,0,1.95,0,1.86,6
2022-5-19 2:00,2236,602.04,23,97,5,1,1,0,1.96,0,1.87,15
2022-5-19 3:00,2237,602.05,23,97,4,1,1,0,1.85,0,1.88,4
2022-5-19 4:00,2238,602.06,23,97,4,1,1,0,1.65,0,1.88,5
2022-5-19 5:00,2239,602.07,24,96,3,1,1,0,1.49,0,1.87,26
2022-5-19 6:00,2240,602.08,25,91,3,2,0,0,1.39,0,1.87,103
2022-5-19 7:00,2241,602.09,26,87,3,2,0,0,1.32,0,1.87,257
2022-5-19 8:00,2242,602.1,27,82,3,2,0,0,1.27,0,1.87,487
